id_representant,raison_sociale,acronyme,statut_legal,site_internet,adr_numero,adr_voie,adr_boite_postale,adr_code_postal,adr_ville,adr_pays,adr_indicatif_telephone,adr_num_telephone,adr_precision_adresse,autre_categorie,objectif_mission,nb_personne,nb_card,complement_personne_activite_ri,initiative_assemblee,nb_personne_organisme,nature_juridique_adherent,autre_nature_juridique_adherent,nb_salarie_france,nb_salarie_etranger,nb_adherent_personne_physique,nb_adherent_personne_morale,memo_personne_morale,reseau,code_de_conduite,charte_lobbying,code,annee,"Chiffre d'affaires lié aux activités de RI effectués pour le compte de client auprès du Parlement 
(consultancies)",min_consultancies,max _consultancies,budget_global,cout_lobbying,min,max,relation_publique,precision_relation_publique,complement_information_financiere,memo_client,representant_interetcol,pjr_civilite,pjr_nom,pjr_prenom,pjr_fonction,categorie_full,categorie,secteur,Domaines d'activité et centres d'intérêt,fiche 
250,ENGIE,ENGIE,Société Anonyme,engie.com,,,,,,,,,1 Place Samuel de Champlain 92930 PARIS LA DEFENSE CEDEX France (+33) 1 44 22 00 00,,"ENGIE inscrit la croissance responsable au coeur de ses métiers (électricité, gaz naturel, services à l'énergie) pour relever les grands enjeux de la transition énergétique vers une économie sobre en carbone : l'accès à une énergie durable, l'adaptation au changement climatique et l'utilisation raisonnée des ressources. Le groupe développe des solutions performantes et innovantes pour les particuliers, les villes et les entreprises en s'appuyant notamment sur son expertise .",3,3,,"Suivi des textes de loi : projet de loi transition énergétique, projet de loi de finances, projet de loi NoTRE, proposition de loi économie réelle, proposition ed loi SEM à opération unique... Suivi/ contributions aux missions d'information/commission d'enquête : commission d'enquête sur les tarifs d'électricité, mission sur la géopolitique de l'énergie, mission sur les pays émergents d'Asie du sud est....",,,,74150,78750,,,,"Engie participe aux travaux du MEDEF via les organisations professionnelles auxquelles elle adhére. ENGIE est membre de l'AFEP, du Cercle de l'Industrie, de l'Union Française de l'Electricité (UFE), de l'Association Française du Gaz (AFG). ENGIE est membre de l'Association Professionnelle des responsables des Relations avec les Pouvoirs Publics (ARPP)",Respect de la charte éthique et du guide des pratiques de l'éthique du groupe ENGIE . Respect de la charte de déontologie de l'Association Professionnelle des Responsables des Relations avec les Pouvoirs Publics (ARPP),Charte de lobbying ARPP,Charte de déontologie interne,2014,,,,74700000,Entre 450 000 et 500 000 €,450000,500000,NULL,NULL,RAS,,oui,Monsieur,MESTRALLET ,Gérard ,Président Directeur Général,Entreprise,Entreprise,"Énergie, eau ","Affaires institutionnelles, vie publique - Budget et finances publiques - Collectivités locales - Consommation et concurrence - Emploi - Énergie, eau - Environnement, écologie, développement durable - Fiscalité - Gouvernance - Recherche et technologie",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/155
242,ENR'CERT,,SAS,www.enr-cert.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ENR'CERT est une société de services en efficacité énergétique, acteur du dispositif des Certificats d'économie d'énergie.",2,2,NULL,NULL,NULL,NULL,NULL,30,0,NULL,NULL,NULL,Groupement des Professionnels des Certifications d'Economie d'Energie,NULL,,,2014,N/A,N/A,N/A,Entre 9 750 000 et 10 000 000 €,Entre 0 et 10 000 €,0,10000,NULL,NULL,NULL,NULL,Oui,Monsieur,SAGUET ,Thibaut ,Président,Entreprise,Entreprise,"Énergie, eau ","Bâtiment, travaux publics - Collectivités locales - Énergie, eau - Environnement, écologie, développement durable - Industrie - Politique régionale",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/156
154,Entreprises générales de France BTP,EGF BTP,Organisation professionnelle,www.egfbtp.com,9,Rue La Pérouse,75784 Paris Cedex 16,75016,Paris,France,33,01 40 69 52 83,Nous avons 14 délégations régionales présidées par des représentants de nos entreprises adhérentes.,NULL,"La défense et la promotion de l'entreprise générale et de l'approche globale de l'acte de construire  dans le paysage économique français et européen . Cette mission comporte des prestations de lobbying et de conseil effectuées par des salariés  permanents, compétents dans différents domaines: juridique, économique, technique notamment. Notre organisme plus que centenaire a été créé à l'origine par des ingénieurs spécialistes du béton armé.",5,2,"Notre activité s'exerce auprès des Ministères,, des administrations régionales, de la Commission européenne  et auprès de tout organisme qui concerne notre activité._x000D_Nous sommes membres de diverses instances  ( OEAP de Bercy, FNTP, FFB, Agence Qualité Construction, Plan Bâtiment Durable, Medef par l'intermédiaire de la FFB etc...) Nos membres sont de grandes entreprises, des ETI et des PME pratiquant le métier d'entrepreneur général. Nous avons 14 délégations régionales présidées par des professionnels d'entreprises qui représentent nos intérêts en régions.","Transition énergétique et écologique , marchés publics, partenariats public/privé. Grenelle de l'environnement, formation professionnelle, LME, sous traitance etc..",9,Personnes morales_x000D_,"Nos adhérents sont des entreprises générales de BTP: grands groupes , ETI et PME régionales",NULL,NULL,0,1 000,Les noms de nos adhérents sont répertoriés dans l'annuaire figurant sur notre site Internet. Les 1000 adhérents que nous avons comprennent les filiales et agences des groupes et des ETI membres.,"FFB, FNTP, Plan Bâtiment Durable, Medef au travers de la FFB, Agence Qualité Construction, Afnor_x000D_Nous sommes adhérents de la FFB et de la FNTP ou nous sommes représentés au Bureau et au Conseil d'Administration. Nous sommes au Bureau du Plan Bâtiment Durable qui suit et est force de proposition  pour la transition énergétique. A l'Afnor et à l'AQC nous sommes adhérents et suivons toutes les questions de réglementation technique. Nous sommes présents au Comité de la Commande publique du Medef et à la Commission développement durable. Nous sommes membres de l'OEAP de Bercy.",Notre organisme est référencé à Bruxelles auprès de la Commission. Nos entreprises adhérentes s'engagent à respecter les principes de la Charte européenne de l'entreprise générale éditée par la FIEC ( fédération européenne de la construction),,Charte de déontologie professionnelle,2013,N/A,N/A,N/A,2890000,Entre 0 et 10 000 €,0,10000,0,NULL," Nous sommes financés uniquement par les cotisations de nos membres et des subventions des fédérations bâtiment et travaux publics_x000D_EGF BTP est d'autre part associé unique d'une EURL, BTP Services,qui a pour objet des prestations de formation professionnelle.",NULL,Oui,Monsieur,Gostoli,Michel,Président,Organisation professionnelle,Association d'entreprises,"BTP, construction","Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Bâtiment, travaux publics - Bâtiment, travaux publics - Bâtiment, travaux publics - Bâtiment, travaux publics - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Immobilier, habitat, logement - Immobilier, habitat, logement - Immobilier, habitat, logement - Immobilier, habitat, logement",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/131
161,ESCAL Consulting,E Consulting,SARL,www.escalconsulting.com,9,rue d'Anjou,NULL,75008,Paris,France,NULL,144949560,Le Club DD est édité et animé par ESCAL Consulting,NULL,"ESCAL Consulting est un cabinet conseil en stratégie qui accompagne en France et à l'international des start-up, des PME, des ETI et des grands comptes.",14,5,NULL,"Sollicitation de parlementaires pour présenter des secteurs à forts enjeux économiques, sociaux, santé, technologies, seniors, agriculture ou développement durable_x000D_",NULL,NULL,NULL,15,0,NULL,NULL,NULL,NULL,Code d'Athènes_x000D_Code de déontologie des attachés de presse_x000D_Code de Lisbonne,,Charte de déontologie professionnelle,2013,N/A,N/A,N/A,Entre 800 000 et 900 000 €,Entre 0 et 10 000 €,0,10000,0,NULL,NULL,NULL,Oui,Monsieur, DAVIN,Louis,Gérant,Entreprise,Conseil privé,"Affaires publiques, communication","Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agroalimentaire - Agroalimentaire - Agroalimentaire - Agroalimentaire - Agroalimentaire - Agroalimentaire - Agroalimentaire - Artisanat - Artisanat - Artisanat - Artisanat - Artisanat - Artisanat - Artisanat - Arts et culture - Arts et culture - Arts et culture - Arts et culture - Arts et culture - Arts et culture - Arts et culture - Bâtiment, travaux publics - Bâtiment, travaux publics - Bâtiment, travaux publics - Bâtiment, travaux publics - Bâti",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/145
229,EURALIA,,SAS,http://euralia.eu/fr/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"EURALIA est une société de conseil spécialisée dans les affaires publiques françaises et européennes, fondée en 1993. La société a pour vocation d'assurer un suivi permanent à Paris et à Bruxelles, des initiatives des institutions qui intéressent ses clients (entreprises, associations professionnelles, instituts de recherche, etc.) et d'accompagner ces derniers tout au long du processus décisionnel afin qu'ils puissent être entendus.",3,3,NULL,"Veille parlementaire, organisation de réunions et d'auditions avec des parlementaires, accompagnement des clients, rédaction de courriers, de courriels et de notes argumentaires dans le cadre des projets ou proposition de lois.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AFCL - Association française des conseils en lobbying
EPACA - European Public Affairs Consultancies' Associations (à Bruxelles)
CDPF - Cercle des Délégués Permanents français (à Bruxelles)AFCL - Association française des conseils en lobbying
EPACA - European Public Affairs Consultancies' Associations (à Bruxelles)
CDPF - Cercle des Délégués Permanents français (à Bruxelles)AFCL - Association française des conseils en lobbying
EPACA - European Public Affairs Consultancies' Associations (à Bruxelles)
CDPF - Cercle des Délégués Permanents français (à Bruxelles)AFCL - Association française des conseils en lobbying
EPACA - European Public Affairs Consultancies' Associations (à Bruxelles)
CDPF - Cercle des Délégués Permanents français (à Bruxelles)AFCL - Association française des conseils en lobbying
EPACA - European Public Affairs Consultancies' Associations (à Bruxelles)
CDPF - Cercle des Délégués Permanents français (à Bruxelles)AFCL - Association française des conseils en lobbying
EPACA - European Public Affairs Consultancies' Associations (à Bruxelles)
CDPF - Cercle des Délégués Permanents français (à Bruxelles)AFCL - Association française des conseils en lobbying
EPACA - European Public Affairs Consultancies' Associations (à Bruxelles)
CDPF - Cercle des Délégués Permanents français (à Bruxelles)AFCL - Association française des conseils en lobbying
EPACA - European Public Affairs Consultancies' Associations (à Bruxelles)
CDPF - Cercle des Délégués Permanents français (à Bruxelles)AFCL - Association française des conseils en lobbying
EPACA - European Public Affairs Consultancies' Associations (à Bruxelles)
CDPF - Cercle des Délégués Permanents français (à Bruxelles)AFCL - Association française des conseils en lobbying
EPACA - European Public Affairs Consultancies' Associations (à Bruxelles)
CDPF - Cercle des Délégués Permanents français (à Bruxelles)","registre de transparence des institutions européennes - auquel EURALIA est inscrit sous le numéro d'identification 92399882921-71, Charte de l'EPACA, Charte de l'AFCL",Charte de lobbying AFCL ; Charte de lobbying EPACA ,,2014,Entre 250 000 et 300 000 €,250.000,300.000,N/A,N/A,N/A,N/A,NULL,NULL,"Depuis 2015, EURALIA accompagne le CNOMK - Conseil National de l'Ordre des Masseurs-Kinésithérapeutes. Le chiffre d'affaire généré par cette activité sera comptabilisé dans l'exercice 2015 de la société.","CNEA- Conseil National des Employeurs d'Avenir, FEVEM - Fédération des Entreprises de Veille Média, ASRC - Association des Structures de Recherche sous Contrat, FIM - Fédération des industries mécaniques, RN2D - Réseau National des Destinations Départementales, Estener, CNEFAF - Conseil National de l'Expertise Foncière Agricole et Forestière",Oui,Monsieur,Sallé ,Didier ,Administrateur délégué,Cabinets de consultants spécialisés,Conseil privé,"Affaires publiques, communication","Agriculture, élevage, pêche, bois - Agroalimentaire - Éducation, enseignement, formation - Environnement, écologie, développement durable - Industrie - Professions libérales - Recherche et technologie - Santé",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/164
164,EuroSidus,ES,SARL,http://www.eurosidus.com,40,rue des blancs manteaux,NULL,75004,Paris,France,33,184172631,x,NULL,"EuroSidus offre des services de conseil et d’accompagnement dans la gestion de projets, ainsi que des services de négociations avec des partenaires d’affaires et institutionnels potentiels. Nous stimulons les synergies et renforçons les positions stratégiques et les atouts économiques des entreprises que nous représentons._x000D__x000D_Nous défendons les intérêts de nos clients auprès des autorités locales des territoires dans lesquelles des opportunités d’affaires sont présentes. Nous réalisons toutes les démarches afin d’obtenir les autorisations administratives les aides financières telles que des subventions ou tout autre programme public de financement (aides européennes - fonds structurels et programmes -, aides octroyées par les collectivités territoriales, …)_x000D__x000D_Nous travaillons aussi bien avec des entreprises des secteurs des nouvelles technologies de l’industrie, du génie (mécanique, électrique, civil, …) ou encore des métiers de la création (design, web-graphisme, architecture, productions artistiques, …)._x000D__x000D_Notre équipe pluridisciplinaire travaille au sein d’une structure flexible qui s’adapte à vos besoins, nous développons des partenariats avec des entreprises et organisations spécialisées aussi bien sur le marché français que sur les marchés européen et mondial._x000D__x000D_Nous recherchons des nouveaux marchés, nous vous accompagnons et nous vous assurons les meilleures solutions techniques pour vous offrir les meilleurs outils pour vous aider à prendre les bonnes décisions.",2,2,Pierre FRUITIER-ROTH et Michel ORLANDO sont également accrédités auprès du Parlement Européen et respectent le Code de Conduite des Représentants d'Intérêts commun à la Commission Européenne et au Parlement Européen ainsi qu'au Sénat.,Politique de coopération et développement_x000D_Affaires européennes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,x,Code de Conduite des représentants d'Intérêts commun à la Commission Européenne et au Parlement Européen_x000D_European Public Affairs Consultancies’ Association_x000D_Society of European Affairs Professionals_x000D__x000D_,Charte de lobbying EPACA,,2014,inférieur à 50 000 €,0,50.000,N/A,N/A,N/A,N/A,NULL,NULL,x,"Dominique Dupraz_x000D_Société Stratégie Conseil et Coaching (S2C - Tunisie)_x000D_Instituts des Régions Arides (Médénine, Tunisie)_x000D_Association Tataouine Développement (ATD, Tunisie)_x000D_Association Droits & Citoyenneté (Tataouine, Tunisie)_x000D_Wukali_x000D_Office de développement du Sud (Tunisie)_x000D_Institut des Régions Arides (Tunisie)",Oui,Monsieur,FRUITIER-ROTH,PIERRE,Gérant,Cabinets de consultants spécialisés,Conseil privé,"Affaires publiques, communication","Artisanat - Artisanat - Artisanat - Artisanat - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Arts et culture - Arts et culture - Arts et culture - Arts et culture - Collectivités locales - Collectivités locales - Collectivités locales - Collectivités locales - Coopération et Développement - Coopération et Développement - Coopération et Développement - Coopération et Développement - Industrie - Industrie - Industrie - Industrie - Presse, édition - Presse, édition - Presse, édition - Presse, édition - Recherche et technologie - Recherche et technologie - Recherche et technologie - Recherche et technologie",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/43
182,EUTELSAT,,S.A.,http://www.eutelsat.com/fr/home.html,70,rue Balard,NULL,75015,PARIS,FRANCE,33,1 53 98 47 47,NULL,NULL,"Créé en 1977, Eutelsat Communications commercialise, à partir d'une flotte de 35 satellites, de la capacité auprès d’un portefeuille de clients constitué notamment de télédiffuseurs, d’associations de télédiffusion, d’opérateurs de bouquets de télévision, de fournisseurs de services vidéo, de données et d’accès Internet, d’entreprises et d’administrations, à travers le monde. Nos satellites permettent d’établir des communications en n’importe quel point d'un territoire, pour des applications vidéo, des services de données et de haut débit ou des services aux gouvernements.",2,2,NULL,Participation et intervention dans des colloques ou autres événements organisés dans l'enceinte de l'Assemblée nationale_x000D_Auditions parlementaires (dans le cadre de missions d'information par exemple),NULL,NULL,NULL,600,400,NULL,NULL,NULL,COSPACE (comité de concertation Etat - industrie sur l'Espace)_x000D_ESOA (association européenne des opérateurs de satellites de télécommunications),"Les valeurs d'Eutelsat figurent dans la charte éthique du Groupe, accessible sur son site web : http://www.eutelsat.com/fr/groupe/activites/nos-valeurs.html",,Charte de déontologie interne, juillet 2013 - juin 2014,N/A,N/A,N/A,Entre 1 250 000 et 1 500 000 €,Entre 100 000 et 150 000 €,100000,150000,1,Lysios,Taux d'imposition : 37% vs. entre 10 et 15% pour les deux premiers opérateurs mondiaux (basés à Luxembourg)_x000D_,NULL,Oui,Monsieur,DE ROSEN,Michel,PDG,Entreprise,Entreprise,Télécommunications,"Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Défense, armement - Défense, armement - Défense, armement - Défense, armement - Éducation, enseignement, formation - Éducation, enseignement, formation - Éducation, enseignement, formation - Éducation, enseignement, formation - Recherche et technologie - Recherche et technologie - Recherche et technologie - Recherche et technologie - Santé - Santé - Santé - Santé - Télécommunications - Télécommunications - Télécommunications - Télécommunications",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/218
13,FAIRVALUE CORPORATE & PUBLIC AFFAIRS,FVC&PA,SASU,www.fairvaluecc.com,12,de Castiglione,NULL,75001,Paris,FRANCE,NULL,01 700 800 14,NULL,NULL,"Fairvalue Corporate & Public Affairs est un cabinet français indépendant de conseil en affaires publiques et politiques, et en communication corporate, basé à Paris et à Bruxelles._x000D_Le cabinet travaille sur la valorisation du capital image et la préservation des intérêts des entreprises, de leurs secteurs d'appartenance, et des institutions, en France et à l'étranger.",6,4,"L'équipe est constituée de 6 conseillers, et est accompagnée d'experts externes, sollicités au cas par cas.","Projet de loi de finances 2015_x000D_Projet de loi de financement de la sécurité sociale 2015_x000D_Loi sur l'interdiction du Bisphenol A_x000D_Loi relative à l'artisanat, au commerce et aux TPE_x000D_Projet de loi pour la croissance et et l'activité",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Fairvalue Corporate & Public Affairs est membre de l'AFCL (Association Française des Conseils en Lobbying)._x000D_Le cabinet est également membre de l'EPACA (European Public Affairs Consultancies' Association) et du CDPF (Cercle des Délégués Permanents Français).,"Le cabinet est signataire de la charte déontologique de l'AFCL, ainsi que du code de conduite de l'EPACA et du Parlement européen.",Charte de lobbying AFCL ; _x000D_Charte de lobbying EPACA ,,,Entre 450 000 et 500 000 €,450.000,500.000,N/A,N/A,N/A,N/A,NULL,NULL,NULL,FEPEM_x000D_Iperia l'Institut_x000D_Sorin Group_x000D_Anacofi_x000D_Fédération Nationale de l'Habillement,Oui,Madame,Mazoyer,Anne,Présidente,Cabinets de consultants spécialisés,Conseil privé,"Affaires publiques, communication","Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Banque, Assurance, finances - Banque, Assurance, finances - Banque, Assurance, finances - Banque, Assurance, finances - Banque, Assurance, finances - Banque, Assurance, finances - Budget et finances publiques - Budget et finances publiques - Budget et finances publiques - Budget et finances publiques - Budget et finances publiques - Budget et finances publiques - Collectivités locales - Collectivités locales - Collectivités locales - Collectivités locales - Collectivités loc",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/184
80,Fédération Bancaire Française,FBF,Association,www.fbf.fr,18,rue La Fayette,0,75440,Paris cedex 09,France,NULL,01.48.00.52.52,NULL,NULL,"La FBF représente toutes les banques installées en France. Elle promeut, dans l'intérêt de ses membres, l'activité bancaire et financière aux niveaux français et européen; définit les positions, propositions ou préoccupations vis à vis des pouvoirs publics, et des autorités. Elle est l'intermédiaire entre la profession bancaire et tous les publics de la banque.",3,1,NULL,"Auditions, missions, commissions d'enquête, tables rondes; rencontres._x000D_Les dossiers législatifs (loi bancaire, loi consommation, projets de loi de finances, projet de loi de finances rectificative, projet de loi pour l'accès au logement et un urbanisme rénové (ALUR), fraude fiscale)",115,Personnes morales_x000D_,Entreprises,NULL,NULL,0,390,BNP Paribas_x000D_Groupe BPCE_x000D_Société Générale_x000D_Confédération nationale du Crédit mutuel-CIC_x000D_Crédit Agricole SA_x000D_La Banque Postale_x000D_et toutes autres banques installées sur le territoire.,MEDEF_x000D_AFECEI,Les personnes référencées sont adhérentes à l'ARPP et signataires de la charte de déontologie de l'association.,Charte de lobbying ARPP,,2013,N/A,N/A,N/A,22000000,Entre 250 000 et 300 000 €,250000,300000,0,NULL,NULL,NULL,Oui,Madame,Barbat-Layani,Marie-Anne,Directrice générale,Organisation professionnelle,Association d'entreprises,"Banque, Assurance, finance","Banque, Assurance, finances - Banque, Assurance, finances - Banque, Assurance, finances",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/3
224,Fédération de l'Horlogerie,FH,Syndicat professionnel,www.fh.asso.fr,26,Rue du Renard,NULL,75004,Paris,France,NULL,01 45 33 92 85,NULL,NULL,"- Défendre les intérêts de ses membres (importateurs-distributeurs et grossistes en horlogerie, fournituristes et stations techniques de réparation)_x000D_- Représenter ces derniers auprès des pouvoirs publics_x000D_- Assurer l'information de ses adhérents_x000D_- Favorise",3,3,NULL,"- Suivi de la loi renforçant la lutte contre la contrefaçon_x000D_- Suivi de la loi relative à la consommation_x000D_- Suivi de la loi relative à l'artisanat, au commerce et aux TPE_x000D_- Suivi du projet de loi relatif à la transition énergétique_x000D_- Suivi du projet de loi",2,Personnes morales_x000D_,Entreprises,NULL,NULL,0,25,"Audemars Piguet, Bell&Ross, Chopard, Converse, Dior, Eterna, Festina, Frédérique Constant, Groupe Schwartzmann-Fisseau, Heurequal, Horbinor, Huguet, Kering, LVMH, Kenneth Cole, Laval Europe, Meistersinger, Milus, Pequignet, Porsche Design, Rolex, Technomarine, Templus, Tiffany&Co, Universal Genève, Zenith",Conseil du Commerce de France_x000D_CNAC_x000D_Francéclat,NULL,,,2014,N/A,N/A,N/A,140000,Entre 40 000 et 50 000 €,40000,50000,1,Action Publique,NULL,NULL,Oui,Monsieur,DEBEYER,Aurélien,Délégué général,Organisation professionnelle,Association d'entreprises,"Commerce, distribution","Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Commerce, distribution - Commerce, distribution - Commerce, distribution - Commerce, distribution - Commerce, distribution - Consommation et concurrence - Consommation et concurrence - Consommation et concurrence - Consommation et concurrence - Consommation et concurrence",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/81
94,FEDERATION DE L'HOSPITALISATION PRIVEE,FHP,ASSOCIATION,www.fhp.fr,81,Rue de Monceau,NULL,75008,PARIS,FRANCE,33,153835656,NULL,NULL,La FHP représente les 1100 cliniques et hôpitaux privés de France,3,3,NULL,Entretiens et auditions parlementaires,27,Personnes morales_x000D_,cliniques et hôpitaux privés,NULL,NULL,0,1 074,cliniques et hôpitaux privés,"MEDEF, CGPME, Union Européenne de l'Hospitalisation privée (UEHP)",NULL,,,2013,N/A,N/A,N/A,5000000,Entre 0 et 10 000 €,0,10000,0,NULL,NULL,NULL,Oui,Madame,Tomé-Gertheinrichs,Elisabeth,Déléguée Générale,Organisation professionnelle,Association d'entreprises,Santé,Fiscalité - Fiscalité - Fiscalité - Fiscalité - Fiscalité - Finances sociales - Finances sociales - Finances sociales - Finances sociales - Finances sociales - Santé - Santé - Santé - Santé - Santé,http://www2.assemblee-nationale.fr/representant/representant_interet_detail/133
123,Fédération des commerces  de jouet et  produits de l'enfant,FCJPE,Fédération professionnelle,fcjpe.fr,40,boulevard Malesherbes,NULL,75008,PARIS,FRANCE,33,1 60 43 45 686525307,NULL,NULL,Promotion et défense des intérêts des commerces spécialistes du Jouet,2,2,NULL,Proposition de loi sur les ondes électromagnétiques- contribution sur l'interdiction de publicité pour les objets connectés destinées aux moins de 14 ans_x000D_Projet de loi sur la croissance- contribution sur la nécessité de pérenniser des délais de paiement dérogatoires pour le secteur du jouet,1,Personnes morales_x000D_,Entreprises,NULL,NULL,0,8,_x000D_Groupe Ludendo (La Grande Récré)_x000D_ToysRus France_x000D_Groupe King Jouet_x000D_EPSE JouéClub_x000D_Micromania_x000D_Disney Stores_x000D_Luderix International (PICWIC)_x000D_Railway SARL,_x000D_membre de confédération du commerce non-alimentaire (CDNA)_x000D_membre de la confédération des commerçants de France (CDF)_x000D_membre du conseil du commerce de France (CDCF)_x000D__x000D_,Adhérents du code de bonnes pratiques du centre d'études des directeurs d'associations professionnelles (CEDAP),,Charte de déontologie professionnelle,2014,N/A,N/A,N/A,220000,Entre 10 000 et 20 000 €,10000,20000,0,NULL,NULL,NULL,Oui,Monsieur,Grunberg,Jean-Michel,Président,Organisation professionnelle,Association d'entreprises,"Commerce, distribution","Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Commerce, distribution - Commerce, distribution - Commerce, distribution - Commerce, distribution - Consommation et concurrence - Consommation et concurrence - Consommation et concurrence - Consommation et concurrence - Droit des sociétés - Droit des sociétés - Droit des sociétés - Droit des sociétés - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Fiscalité - Fiscalité - Fiscalité - Fiscalité - Industrie - Industrie - Industrie - Industrie - Sécurité - Sécurité - Sécurité - Sécurité - Transports, logistique - Transports, logistique - Transports, logistique - Transports, logistique",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/138
